state,district,pincode,year,age_0_5,age_5_17,age_18_greater,total_enrollment,demo_age_5_17,demo_age_17_plus,total_demo_updates,bio_age_5_17,bio_age_17_plus,total_bio_updates,update_ratio,total_activities
Andhra Pradesh,Anantapur,515164,2025.0,5.0,0.0,0.0,5.0,9.0,81.0,90.0,86.0,149.0,235.0,47.0,330.0
Andhra Pradesh,Anantapur,515201,2025.0,26.0,1.0,0.0,27.0,100.0,944.0,1044.0,734.0,1207.0,1941.0,71.88888888888889,3012.0
Andhra Pradesh,Anantapur,515211,2025.0,7.0,0.0,0.0,7.0,44.0,117.0,161.0,214.0,267.0,481.0,68.71428571428571,649.0
Andhra Pradesh,Anantapur,515212,2025.0,5.0,1.0,0.0,6.0,29.0,366.0,395.0,119.0,249.0,368.0,61.333333333333336,769.0
Andhra Pradesh,Anantapur,515231,2025.0,15.0,0.0,0.0,15.0,99.0,1155.0,1254.0,300.0,610.0,910.0,60.666666666666664,2179.0
Andhra Pradesh,Anantapur,515241,2025.0,6.0,0.0,0.0,6.0,39.0,452.0,491.0,137.0,242.0,379.0,63.166666666666664,876.0
Andhra Pradesh,Anantapur,515261,2025.0,8.0,2.0,0.0,10.0,28.0,119.0,147.0,93.0,207.0,300.0,30.0,457.0
Andhra Pradesh,Anantapur,515271,2025.0,7.0,2.0,0.0,9.0,28.0,395.0,423.0,284.0,308.0,592.0,65.77777777777777,1024.0
Andhra Pradesh,Anantapur,515281,2025.0,4.0,1.0,0.0,5.0,66.0,335.0,401.0,245.0,314.0,559.0,111.8,965.0
Andhra Pradesh,Anantapur,515286,2025.0,0.0,0.0,0.0,0.0,14.0,101.0,115.0,200.0,262.0,462.0,462.0,577.0
Andhra Pradesh,Anantapur,515291,2025.0,7.0,2.0,0.0,9.0,11.0,79.0,90.0,151.0,222.0,373.0,41.44444444444444,472.0
Andhra Pradesh,Anantapur,515301,2025.0,16.0,0.0,0.0,16.0,94.0,1040.0,1134.0,408.0,563.0,971.0,60.6875,2121.0
Andhra Pradesh,Anantapur,515303,2025.0,10.0,1.0,0.0,11.0,31.0,74.0,105.0,177.0,218.0,395.0,35.90909090909091,511.0
Andhra Pradesh,Anantapur,515305,2025.0,5.0,0.0,0.0,5.0,37.0,81.0,118.0,212.0,269.0,481.0,96.2,604.0
Andhra Pradesh,Anantapur,515311,2025.0,4.0,1.0,0.0,5.0,32.0,447.0,479.0,240.0,559.0,799.0,159.8,1283.0
Andhra Pradesh,Anantapur,515321,2025.0,13.0,1.0,0.0,14.0,22.0,86.0,108.0,176.0,232.0,408.0,29.142857142857142,530.0
Andhra Pradesh,Anantapur,515331,2025.0,12.0,3.0,0.0,15.0,44.0,188.0,232.0,173.0,430.0,603.0,40.2,850.0
Andhra Pradesh,Anantapur,515341,2025.0,4.0,0.0,0.0,4.0,24.0,95.0,119.0,45.0,109.0,154.0,38.5,277.0
Andhra Pradesh,Anantapur,515401,2025.0,31.0,2.0,0.0,33.0,116.0,1239.0,1355.0,503.0,943.0,1446.0,43.81818181818182,2834.0
Andhra Pradesh,Anantapur,515402,2025.0,11.0,1.0,0.0,12.0,14.0,55.0,69.0,200.0,377.0,577.0,48.083333333333336,658.0
Andhra Pradesh,Anantapur,515405,2025.0,7.0,1.0,0.0,8.0,35.0,95.0,130.0,179.0,293.0,472.0,59.0,610.0
Andhra Pradesh,Anantapur,515408,2025.0,18.0,0.0,0.0,18.0,54.0,510.0,564.0,328.0,363.0,691.0,38.388888888888886,1273.0
Andhra Pradesh,Anantapur,515411,2025.0,55.0,4.0,0.0,59.0,123.0,1491.0,1614.0,612.0,1043.0,1655.0,28.050847457627118,3328.0
Andhra Pradesh,Anantapur,515414,2025.0,2.0,0.0,0.0,2.0,45.0,240.0,285.0,195.0,237.0,432.0,216.0,719.0
Andhra Pradesh,Anantapur,515415,2025.0,3.0,1.0,0.0,4.0,5.0,33.0,38.0,61.0,73.0,134.0,33.5,176.0
Andhra Pradesh,Anantapur,515425,2025.0,26.0,2.0,0.0,28.0,93.0,1415.0,1508.0,578.0,625.0,1203.0,42.964285714285715,2739.0
Andhra Pradesh,Anantapur,515435,2025.0,12.0,0.0,0.0,12.0,18.0,55.0,73.0,165.0,214.0,379.0,31.583333333333332,464.0
Andhra Pradesh,Anantapur,515445,2025.0,11.0,1.0,0.0,12.0,11.0,136.0,147.0,275.0,311.0,586.0,48.833333333333336,745.0
Andhra Pradesh,Anantapur,515455,2025.0,12.0,0.0,0.0,12.0,14.0,123.0,137.0,157.0,227.0,384.0,32.0,533.0
Andhra Pradesh,Anantapur,515465,2025.0,12.0,2.0,0.0,14.0,23.0,147.0,170.0,273.0,331.0,604.0,43.142857142857146,788.0
Andhra Pradesh,Anantapur,515501,2025.0,9.0,2.0,0.0,11.0,49.0,156.0,205.0,133.0,278.0,411.0,37.36363636363637,627.0
Andhra Pradesh,Anantapur,515511,2025.0,5.0,1.0,0.0,6.0,54.0,174.0,228.0,217.0,482.0,699.0,116.5,933.0
Andhra Pradesh,Anantapur,515521,2025.0,12.0,1.0,0.0,13.0,85.0,550.0,635.0,352.0,366.0,718.0,55.23076923076923,1366.0
Andhra Pradesh,Anantapur,515531,2025.0,6.0,0.0,0.0,6.0,33.0,79.0,112.0,80.0,140.0,220.0,36.666666666666664,338.0
Andhra Pradesh,Anantapur,515541,2025.0,5.0,1.0,0.0,6.0,33.0,114.0,147.0,141.0,240.0,381.0,63.5,534.0
Andhra Pradesh,Anantapur,515551,2025.0,10.0,0.0,0.0,10.0,27.0,121.0,148.0,155.0,232.0,387.0,38.7,545.0
Andhra Pradesh,Anantapur,515556,2025.0,2.0,0.0,0.0,2.0,43.0,295.0,338.0,93.0,144.0,237.0,118.5,577.0
Andhra Pradesh,Anantapur,515561,2025.0,15.0,0.0,0.0,15.0,65.0,351.0,416.0,174.0,250.0,424.0,28.266666666666666,855.0
Andhra Pradesh,Anantapur,515571,2025.0,11.0,3.0,0.0,14.0,68.0,1013.0,1081.0,249.0,453.0,702.0,50.142857142857146,1797.0
Andhra Pradesh,Anantapur,515581,2025.0,8.0,0.0,0.0,8.0,42.0,240.0,282.0,312.0,417.0,729.0,91.125,1019.0
Andhra Pradesh,Anantapur,515591,2025.0,40.0,1.0,0.0,41.0,178.0,942.0,1120.0,734.0,1015.0,1749.0,42.65853658536585,2910.0
Andhra Pradesh,Anantapur,515601,2025.0,5.0,0.0,0.0,5.0,21.0,254.0,275.0,112.0,248.0,360.0,72.0,640.0
Andhra Pradesh,Anantapur,515611,2025.0,7.0,0.0,0.0,7.0,18.0,131.0,149.0,203.0,287.0,490.0,70.0,646.0
Andhra Pradesh,Anantapur,515621,2025.0,15.0,1.0,0.0,16.0,18.0,106.0,124.0,146.0,351.0,497.0,31.0625,637.0
Andhra Pradesh,Anantapur,515631,2025.0,15.0,0.0,0.0,15.0,24.0,222.0,246.0,163.0,281.0,444.0,29.6,705.0
Andhra Pradesh,Anantapur,515641,2025.0,8.0,0.0,0.0,8.0,39.0,109.0,148.0,175.0,315.0,490.0,61.25,646.0
Andhra Pradesh,Anantapur,515651,2025.0,5.0,0.0,0.0,5.0,32.0,62.0,94.0,86.0,193.0,279.0,55.8,378.0
Andhra Pradesh,Anantapur,515661,2025.0,6.0,1.0,0.0,7.0,38.0,329.0,367.0,186.0,262.0,448.0,64.0,822.0
Andhra Pradesh,Anantapur,515671,2025.0,24.0,4.0,0.0,28.0,157.0,825.0,982.0,483.0,933.0,1416.0,50.57142857142857,2426.0
Andhra Pradesh,Anantapur,515672,2025.0,8.0,2.0,0.0,10.0,44.0,215.0,259.0,256.0,479.0,735.0,73.5,1004.0
Andhra Pradesh,Anantapur,515701,2025.0,35.0,2.0,0.0,37.0,57.0,629.0,686.0,505.0,802.0,1307.0,35.32432432432432,2030.0
Andhra Pradesh,Anantapur,515711,2025.0,19.0,2.0,0.0,21.0,34.0,204.0,238.0,279.0,315.0,594.0,28.285714285714285,853.0
Andhra Pradesh,Anantapur,515721,2025.0,6.0,0.0,0.0,6.0,15.0,55.0,70.0,104.0,340.0,444.0,74.0,520.0
Andhra Pradesh,Anantapur,515722,2025.0,8.0,1.0,0.0,9.0,26.0,135.0,161.0,225.0,383.0,608.0,67.55555555555556,778.0
Andhra Pradesh,Anantapur,515731,2025.0,14.0,1.0,0.0,15.0,106.0,1193.0,1299.0,316.0,580.0,896.0,59.733333333333334,2210.0
Andhra Pradesh,Anantapur,515741,2025.0,9.0,1.0,0.0,10.0,47.0,645.0,692.0,303.0,489.0,792.0,79.2,1494.0
Andhra Pradesh,Anantapur,515751,2025.0,18.0,2.0,0.0,20.0,83.0,1693.0,1776.0,447.0,650.0,1097.0,54.85,2893.0
Andhra Pradesh,Anantapur,515761,2025.0,34.0,0.0,0.0,34.0,53.0,303.0,356.0,582.0,927.0,1509.0,44.38235294117647,1899.0
Andhra Pradesh,Anantapur,515763,2025.0,9.0,0.0,0.0,9.0,16.0,121.0,137.0,239.0,357.0,596.0,66.22222222222223,742.0
Andhra Pradesh,Anantapur,515765,2025.0,10.0,2.0,0.0,12.0,12.0,143.0,155.0,177.0,527.0,704.0,58.666666666666664,871.0
Andhra Pradesh,Anantapur,515766,2025.0,26.0,6.0,0.0,32.0,51.0,229.0,280.0,524.0,739.0,1263.0,39.46875,1575.0
Andhra Pradesh,Anantapur,515767,2025.0,16.0,0.0,0.0,16.0,39.0,774.0,813.0,365.0,424.0,789.0,49.3125,1618.0
Andhra Pradesh,Anantapur,515774,2025.0,7.0,0.0,0.0,7.0,10.0,66.0,76.0,173.0,203.0,376.0,53.714285714285715,459.0
Andhra Pradesh,Anantapur,515775,2025.0,21.0,1.0,0.0,22.0,140.0,592.0,732.0,534.0,1115.0,1649.0,74.95454545454545,2403.0
Andhra Pradesh,Anantapur,515787,2025.0,9.0,0.0,0.0,9.0,23.0,134.0,157.0,243.0,256.0,499.0,55.44444444444444,665.0
Andhra Pradesh,Anantapur,515801,2025.0,33.0,2.0,0.0,35.0,70.0,413.0,483.0,793.0,1488.0,2281.0,65.17142857142858,2799.0
Andhra Pradesh,Anantapur,515803,2025.0,9.0,0.0,0.0,9.0,17.0,56.0,73.0,149.0,312.0,461.0,51.22222222222222,543.0
Andhra Pradesh,Anantapur,515812,2025.0,23.0,4.0,0.0,27.0,131.0,871.0,1002.0,684.0,1140.0,1824.0,67.55555555555556,2853.0
Andhra Pradesh,Anantapur,515822,2025.0,11.0,2.0,0.0,13.0,22.0,235.0,257.0,209.0,341.0,550.0,42.30769230769231,820.0
Andhra Pradesh,Anantapur,515832,2025.0,13.0,2.0,0.0,15.0,70.0,393.0,463.0,322.0,632.0,954.0,63.6,1432.0
Andhra Pradesh,Anantapur,515842,2025.0,18.0,3.0,0.0,21.0,27.0,113.0,140.0,246.0,598.0,844.0,40.19047619047619,1005.0
Andhra Pradesh,Anantapur,515863,2025.0,13.0,3.0,0.0,16.0,16.0,135.0,151.0,301.0,446.0,747.0,46.6875,914.0
Andhra Pradesh,Anantapur,515865,2025.0,76.0,8.0,0.0,84.0,119.0,3376.0,3495.0,1472.0,1759.0,3231.0,38.464285714285715,6810.0
Andhra Pradesh,Anantapur,515867,2025.0,24.0,2.0,0.0,26.0,7.0,129.0,136.0,244.0,355.0,599.0,23.03846153846154,761.0
Andhra Pradesh,Anantapur,515870,2025.0,19.0,1.0,0.0,20.0,37.0,336.0,373.0,371.0,606.0,977.0,48.85,1370.0
Andhra Pradesh,Anantapur,515871,2025.0,46.0,7.0,0.0,53.0,152.0,1503.0,1655.0,1054.0,1301.0,2355.0,44.43396226415094,4063.0
Andhra Pradesh,Anantapur,515872,2025.0,2.0,1.0,0.0,3.0,0.0,37.0,37.0,106.0,231.0,337.0,112.33333333333333,377.0
Andhra Pradesh,Ananthapur,515001,2025.0,14.0,4.0,0.0,18.0,182.0,504.0,686.0,2903.0,996.0,3899.0,216.61111111111111,4603.0
Andhra Pradesh,Ananthapur,515002,2025.0,4.0,0.0,0.0,4.0,5.0,16.0,21.0,300.0,77.0,377.0,94.25,402.0
Andhra Pradesh,Ananthapur,515003,2025.0,2.0,0.0,0.0,2.0,3.0,5.0,8.0,25.0,7.0,32.0,16.0,42.0
Andhra Pradesh,Ananthapur,515004,2025.0,7.0,0.0,0.0,7.0,81.0,218.0,299.0,1084.0,319.0,1403.0,200.42857142857142,1709.0
Andhra Pradesh,Ananthapur,515005,2025.0,0.0,0.0,0.0,0.0,6.0,12.0,18.0,33.0,8.0,41.0,41.0,59.0
Andhra Pradesh,Ananthapur,515101,2025.0,6.0,1.0,0.0,7.0,136.0,179.0,315.0,345.0,176.0,521.0,74.42857142857143,843.0
Andhra Pradesh,Ananthapur,515110,2025.0,0.0,0.0,0.0,0.0,41.0,55.0,96.0,537.0,113.0,650.0,650.0,746.0
Andhra Pradesh,Ananthapur,515122,2025.0,2.0,0.0,0.0,2.0,80.0,139.0,219.0,329.0,69.0,398.0,199.0,619.0
Andhra Pradesh,Ananthapur,515123,2025.0,2.0,0.0,0.0,2.0,34.0,69.0,103.0,214.0,114.0,328.0,164.0,433.0
Andhra Pradesh,Ananthapur,515124,2025.0,1.0,0.0,0.0,1.0,54.0,104.0,158.0,119.0,34.0,153.0,153.0,312.0
Andhra Pradesh,Ananthapur,515133,2025.0,0.0,0.0,0.0,0.0,25.0,27.0,52.0,105.0,23.0,128.0,128.0,180.0
Andhra Pradesh,Ananthapur,515134,2025.0,4.0,0.0,0.0,4.0,22.0,57.0,79.0,379.0,98.0,477.0,119.25,560.0
Andhra Pradesh,Ananthapur,515144,2025.0,5.0,0.0,0.0,5.0,25.0,24.0,49.0,198.0,44.0,242.0,48.4,296.0
Andhra Pradesh,Ananthapur,515154,2025.0,5.0,0.0,0.0,5.0,19.0,9.0,28.0,124.0,21.0,145.0,29.0,178.0
Andhra Pradesh,Ananthapur,515159,2025.0,0.0,0.0,0.0,0.0,13.0,12.0,25.0,208.0,52.0,260.0,260.0,285.0
Andhra Pradesh,Ananthapur,515164,2025.0,1.0,1.0,0.0,2.0,66.0,47.0,113.0,112.0,26.0,138.0,69.0,253.0
Andhra Pradesh,Ananthapur,515201,2025.0,19.0,0.0,0.0,19.0,100.0,196.0,296.0,2861.0,641.0,3502.0,184.31578947368422,3817.0
Andhra Pradesh,Ananthapur,515211,2025.0,5.0,0.0,0.0,5.0,24.0,51.0,75.0,691.0,143.0,834.0,166.8,914.0
Andhra Pradesh,Ananthapur,515212,2025.0,1.0,0.0,0.0,1.0,59.0,105.0,164.0,249.0,63.0,312.0,312.0,477.0
Andhra Pradesh,Ananthapur,515231,2025.0,7.0,0.0,0.0,7.0,100.0,124.0,224.0,874.0,303.0,1177.0,168.14285714285714,1408.0
Andhra Pradesh,Ananthapur,515241,2025.0,0.0,0.0,0.0,0.0,38.0,56.0,94.0,207.0,34.0,241.0,241.0,335.0
Andhra Pradesh,Ananthapur,515261,2025.0,6.0,0.0,0.0,6.0,39.0,122.0,161.0,316.0,71.0,387.0,64.5,554.0
Andhra Pradesh,Ananthapur,515271,2025.0,2.0,0.0,0.0,2.0,63.0,234.0,297.0,502.0,125.0,627.0,313.5,926.0
Andhra Pradesh,Ananthapur,515281,2025.0,0.0,1.0,0.0,1.0,37.0,41.0,78.0,377.0,63.0,440.0,440.0,519.0
Andhra Pradesh,Ananthapur,515286,2025.0,1.0,1.0,0.0,2.0,33.0,26.0,59.0,390.0,103.0,493.0,246.5,554.0
Andhra Pradesh,Ananthapur,515291,2025.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,72.0,11.0,83.0,83.0,97.0
Andhra Pradesh,Ananthapur,515301,2025.0,6.0,1.0,0.0,7.0,131.0,320.0,451.0,740.0,241.0,981.0,140.14285714285714,1439.0
Andhra Pradesh,Ananthapur,515303,2025.0,2.0,0.0,0.0,2.0,22.0,16.0,38.0,134.0,22.0,156.0,78.0,196.0
Andhra Pradesh,Ananthapur,515305,2025.0,0.0,1.0,0.0,1.0,50.0,137.0,187.0,411.0,108.0,519.0,519.0,707.0
Andhra Pradesh,Ananthapur,515311,2025.0,0.0,0.0,0.0,0.0,62.0,19.0,81.0,296.0,73.0,369.0,369.0,450.0
Andhra Pradesh,Ananthapur,515321,2025.0,2.0,0.0,0.0,2.0,39.0,31.0,70.0,83.0,17.0,100.0,50.0,172.0
Andhra Pradesh,Ananthapur,515331,2025.0,1.0,0.0,0.0,1.0,73.0,192.0,265.0,352.0,114.0,466.0,466.0,732.0
Andhra Pradesh,Ananthapur,515341,2025.0,1.0,0.0,0.0,1.0,6.0,16.0,22.0,11.0,14.0,25.0,25.0,48.0
Andhra Pradesh,Ananthapur,515401,2025.0,18.0,1.0,0.0,19.0,59.0,111.0,170.0,1473.0,296.0,1769.0,93.10526315789474,1958.0
Andhra Pradesh,Ananthapur,515402,2025.0,6.0,0.0,0.0,6.0,22.0,23.0,45.0,509.0,107.0,616.0,102.66666666666667,667.0
Andhra Pradesh,Ananthapur,515405,2025.0,2.0,0.0,0.0,2.0,30.0,94.0,124.0,517.0,88.0,605.0,302.5,731.0
Andhra Pradesh,Ananthapur,515408,2025.0,7.0,0.0,0.0,7.0,18.0,63.0,81.0,710.0,143.0,853.0,121.85714285714286,941.0
Andhra Pradesh,Ananthapur,515411,2025.0,19.0,1.0,0.0,20.0,55.0,153.0,208.0,1674.0,375.0,2049.0,102.45,2277.0
Andhra Pradesh,Ananthapur,515413,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Andhra Pradesh,Ananthapur,515414,2025.0,2.0,0.0,0.0,2.0,52.0,55.0,107.0,186.0,39.0,225.0,112.5,334.0
Andhra Pradesh,Ananthapur,515415,2025.0,3.0,1.0,0.0,4.0,45.0,88.0,133.0,244.0,78.0,322.0,80.5,459.0
Andhra Pradesh,Ananthapur,515425,2025.0,6.0,1.0,0.0,7.0,69.0,188.0,257.0,991.0,160.0,1151.0,164.42857142857142,1415.0
Andhra Pradesh,Ananthapur,515435,2025.0,1.0,1.0,0.0,2.0,31.0,43.0,74.0,91.0,24.0,115.0,57.5,191.0
Andhra Pradesh,Ananthapur,515445,2025.0,3.0,0.0,0.0,3.0,10.0,27.0,37.0,340.0,91.0,431.0,143.66666666666666,471.0
Andhra Pradesh,Ananthapur,515455,2025.0,8.0,0.0,0.0,8.0,11.0,47.0,58.0,585.0,89.0,674.0,84.25,740.0
Andhra Pradesh,Ananthapur,515465,2025.0,6.0,0.0,0.0,6.0,46.0,79.0,125.0,437.0,110.0,547.0,91.16666666666667,678.0
Andhra Pradesh,Ananthapur,515501,2025.0,7.0,0.0,0.0,7.0,49.0,105.0,154.0,363.0,114.0,477.0,68.14285714285714,638.0
Andhra Pradesh,Ananthapur,515511,2025.0,1.0,0.0,0.0,1.0,27.0,46.0,73.0,409.0,123.0,532.0,532.0,606.0
Andhra Pradesh,Ananthapur,515521,2025.0,3.0,1.0,0.0,4.0,24.0,75.0,99.0,448.0,103.0,551.0,137.75,654.0
Andhra Pradesh,Ananthapur,515531,2025.0,7.0,0.0,0.0,7.0,26.0,103.0,129.0,213.0,80.0,293.0,41.857142857142854,429.0
Andhra Pradesh,Ananthapur,515541,2025.0,1.0,1.0,0.0,2.0,15.0,26.0,41.0,393.0,97.0,490.0,245.0,533.0
Andhra Pradesh,Ananthapur,515551,2025.0,2.0,0.0,0.0,2.0,10.0,17.0,27.0,65.0,29.0,94.0,47.0,123.0
Andhra Pradesh,Ananthapur,515556,2025.0,2.0,0.0,0.0,2.0,27.0,35.0,62.0,103.0,22.0,125.0,62.5,189.0
Andhra Pradesh,Ananthapur,515561,2025.0,4.0,0.0,0.0,4.0,75.0,146.0,221.0,413.0,125.0,538.0,134.5,763.0
Andhra Pradesh,Ananthapur,515571,2025.0,4.0,0.0,0.0,4.0,36.0,332.0,368.0,385.0,163.0,548.0,137.0,920.0
Andhra Pradesh,Ananthapur,515581,2025.0,6.0,0.0,0.0,6.0,34.0,32.0,66.0,276.0,58.0,334.0,55.666666666666664,406.0
Andhra Pradesh,Ananthapur,515591,2025.0,15.0,2.0,0.0,17.0,120.0,347.0,467.0,1488.0,368.0,1856.0,109.17647058823529,2340.0
Andhra Pradesh,Ananthapur,515601,2025.0,0.0,0.0,0.0,0.0,24.0,42.0,66.0,116.0,26.0,142.0,142.0,208.0
Andhra Pradesh,Ananthapur,515611,2025.0,0.0,0.0,0.0,0.0,10.0,17.0,27.0,119.0,24.0,143.0,143.0,170.0
Andhra Pradesh,Ananthapur,515621,2025.0,8.0,0.0,0.0,8.0,42.0,318.0,360.0,538.0,233.0,771.0,96.375,1139.0
Andhra Pradesh,Ananthapur,515631,2025.0,9.0,2.0,0.0,11.0,68.0,266.0,334.0,395.0,216.0,611.0,55.54545454545455,956.0
Andhra Pradesh,Ananthapur,515641,2025.0,13.0,0.0,0.0,13.0,102.0,545.0,647.0,977.0,302.0,1279.0,98.38461538461539,1939.0
Andhra Pradesh,Ananthapur,515651,2025.0,7.0,0.0,0.0,7.0,75.0,143.0,218.0,257.0,124.0,381.0,54.42857142857143,606.0
Andhra Pradesh,Ananthapur,515661,2025.0,4.0,0.0,0.0,4.0,53.0,198.0,251.0,438.0,142.0,580.0,145.0,835.0
Andhra Pradesh,Ananthapur,515671,2025.0,24.0,3.0,0.0,27.0,298.0,540.0,838.0,2024.0,672.0,2696.0,99.85185185185185,3561.0
Andhra Pradesh,Ananthapur,515672,2025.0,10.0,3.0,0.0,13.0,265.0,713.0,978.0,1054.0,515.0,1569.0,120.6923076923077,2560.0
Andhra Pradesh,Ananthapur,515701,2025.0,7.0,0.0,0.0,7.0,37.0,116.0,153.0,871.0,196.0,1067.0,152.42857142857142,1227.0
Andhra Pradesh,Ananthapur,515711,2025.0,4.0,1.0,0.0,5.0,49.0,549.0,598.0,543.0,138.0,681.0,136.2,1284.0
Andhra Pradesh,Ananthapur,515721,2025.0,1.0,0.0,0.0,1.0,7.0,8.0,15.0,217.0,78.0,295.0,295.0,311.0
Andhra Pradesh,Ananthapur,515722,2025.0,2.0,0.0,0.0,2.0,9.0,12.0,21.0,289.0,68.0,357.0,178.5,380.0
Andhra Pradesh,Ananthapur,515731,2025.0,2.0,1.0,0.0,3.0,59.0,100.0,159.0,486.0,117.0,603.0,201.0,765.0
Andhra Pradesh,Ananthapur,515741,2025.0,2.0,0.0,0.0,2.0,31.0,103.0,134.0,587.0,118.0,705.0,352.5,841.0
Andhra Pradesh,Ananthapur,515751,2025.0,4.0,1.0,0.0,5.0,90.0,181.0,271.0,809.0,118.0,927.0,185.4,1203.0
Andhra Pradesh,Ananthapur,515761,2025.0,10.0,2.0,0.0,12.0,108.0,413.0,521.0,1250.0,432.0,1682.0,140.16666666666666,2215.0
Andhra Pradesh,Ananthapur,515763,2025.0,4.0,1.0,0.0,5.0,27.0,123.0,150.0,248.0,73.0,321.0,64.2,476.0
Andhra Pradesh,Ananthapur,515765,2025.0,11.0,1.0,0.0,12.0,54.0,305.0,359.0,706.0,351.0,1057.0,88.08333333333333,1428.0
Andhra Pradesh,Ananthapur,515766,2025.0,5.0,0.0,0.0,5.0,124.0,532.0,656.0,773.0,155.0,928.0,185.6,1589.0
Andhra Pradesh,Ananthapur,515767,2025.0,1.0,1.0,0.0,2.0,58.0,146.0,204.0,693.0,135.0,828.0,414.0,1034.0
Andhra Pradesh,Ananthapur,515774,2025.0,2.0,0.0,0.0,2.0,1.0,8.0,9.0,75.0,24.0,99.0,49.5,110.0
Andhra Pradesh,Ananthapur,515775,2025.0,1.0,1.0,0.0,2.0,40.0,49.0,89.0,739.0,234.0,973.0,486.5,1064.0
Andhra Pradesh,Ananthapur,515787,2025.0,7.0,0.0,0.0,7.0,48.0,271.0,319.0,514.0,124.0,638.0,91.14285714285714,964.0
Andhra Pradesh,Ananthapur,515801,2025.0,16.0,0.0,0.0,16.0,75.0,203.0,278.0,2031.0,548.0,2579.0,161.1875,2873.0
Andhra Pradesh,Ananthapur,515803,2025.0,6.0,1.0,0.0,7.0,26.0,36.0,62.0,350.0,106.0,456.0,65.14285714285714,525.0
Andhra Pradesh,Ananthapur,515812,2025.0,5.0,0.0,0.0,5.0,98.0,126.0,224.0,1161.0,249.0,1410.0,282.0,1639.0
Andhra Pradesh,Ananthapur,515822,2025.0,3.0,0.0,0.0,3.0,53.0,45.0,98.0,208.0,64.0,272.0,90.66666666666667,373.0
Andhra Pradesh,Ananthapur,515832,2025.0,5.0,0.0,0.0,5.0,31.0,46.0,77.0,297.0,141.0,438.0,87.6,520.0
Andhra Pradesh,Ananthapur,515842,2025.0,5.0,0.0,0.0,5.0,37.0,88.0,125.0,701.0,225.0,926.0,185.2,1056.0
Andhra Pradesh,Ananthapur,515863,2025.0,8.0,1.0,0.0,9.0,6.0,44.0,50.0,402.0,119.0,521.0,57.888888888888886,580.0
Andhra Pradesh,Ananthapur,515865,2025.0,27.0,4.0,0.0,31.0,71.0,404.0,475.0,3121.0,727.0,3848.0,124.12903225806451,4354.0
Andhra Pradesh,Ananthapur,515867,2025.0,9.0,0.0,0.0,9.0,26.0,111.0,137.0,816.0,164.0,980.0,108.88888888888889,1126.0
Andhra Pradesh,Ananthapur,515870,2025.0,1.0,1.0,0.0,2.0,44.0,84.0,128.0,796.0,168.0,964.0,482.0,1094.0
Andhra Pradesh,Ananthapur,515871,2025.0,17.0,2.0,0.0,19.0,142.0,449.0,591.0,2086.0,488.0,2574.0,135.47368421052633,3184.0
Andhra Pradesh,Ananthapur,515872,2025.0,1.0,0.0,0.0,1.0,2.0,13.0,15.0,261.0,95.0,356.0,356.0,372.0
Andhra Pradesh,Ananthapur,516464,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Andhra Pradesh,Ananthapuramu,515001,2025.0,54.0,3.0,1.0,58.0,1871.0,8452.0,10323.0,3998.0,1294.0,5292.0,91.24137931034483,15673.0
Andhra Pradesh,Ananthapuramu,515002,2025.0,11.0,2.0,1.0,14.0,50.0,288.0,338.0,579.0,202.0,781.0,55.785714285714285,1133.0
Andhra Pradesh,Ananthapuramu,515003,2025.0,3.0,0.0,0.0,3.0,12.0,42.0,54.0,89.0,22.0,111.0,37.0,168.0
Andhra Pradesh,Ananthapuramu,515004,2025.0,34.0,1.0,0.0,35.0,848.0,3747.0,4595.0,1769.0,655.0,2424.0,69.25714285714285,7054.0
Andhra Pradesh,Ananthapuramu,515005,2025.0,1.0,0.0,0.0,1.0,16.0,31.0,47.0,108.0,14.0,122.0,122.0,170.0
Andhra Pradesh,Ananthapuramu,515101,2025.0,6.0,0.0,0.0,6.0,64.0,47.0,111.0,392.0,94.0,486.0,81.0,603.0
Andhra Pradesh,Ananthapuramu,515110,2025.0,3.0,0.0,0.0,3.0,33.0,70.0,103.0,878.0,130.0,1008.0,336.0,1114.0
Andhra Pradesh,Ananthapuramu,515122,2025.0,4.0,0.0,0.0,4.0,12.0,29.0,41.0,478.0,51.0,529.0,132.25,574.0
Andhra Pradesh,Ananthapuramu,515123,2025.0,3.0,1.0,0.0,4.0,6.0,22.0,28.0,353.0,96.0,449.0,112.25,481.0
Andhra Pradesh,Ananthapuramu,515124,2025.0,0.0,0.0,0.0,0.0,9.0,12.0,21.0,120.0,16.0,136.0,136.0,157.0
Andhra Pradesh,Ananthapuramu,515133,2025.0,1.0,1.0,0.0,2.0,18.0,24.0,42.0,209.0,19.0,228.0,114.0,272.0
Andhra Pradesh,Ananthapuramu,515134,2025.0,6.0,0.0,0.0,6.0,12.0,52.0,64.0,562.0,128.0,690.0,115.0,760.0
Andhra Pradesh,Ananthapuramu,515144,2025.0,5.0,0.0,0.0,5.0,12.0,15.0,27.0,529.0,60.0,589.0,117.8,621.0
